totallines,i,refractiveindex,bigradius,a,b,z,anglez,c,anglea,incidentangle,refractiveangle,anglede,dx,ee,et,ex,ey,anglece,angleced,outangle,mycolor
 500, 401, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.1, 27.098129780518292, 21.492248110210852, 2.3274638309539455,3.2647546520975084, 4.496787401772554, 6.511576769124233, 4.647512020404208, 35.516614210608985, 14.024366100398133,21.315407820956718, magenta
 500, 402, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.2, 27.152778259209736, 21.43759963151942, 2.3488325078046275,3.282794376030012, 4.4799193740431225, 6.518813899761755, 4.637355425269122, 35.42729533561886, 13.98969570409944,21.261253337252256, pink
 500, 403, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.300000000000004, 27.207363924760433, 21.3830139659687, 2.370280510183269,3.300921991958955, 4.462959530839008, 6.526027522789768, 4.627198371778592, 35.338071379444955, 13.955057413476254,21.207160734639395, violet
 500, 404, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.400000000000006, 27.261886568098546, 21.32849132263061, 2.3918081941849225,3.319137853240315, 4.445907520164955, 6.533217639708386, 4.61704096496914, 35.24894273282271, 13.9204514101921,21.15313022284098, white
 500, 405, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.5, 27.31634597975571, 21.274031910973434, 2.4134159171825322,3.3374423144684386, 4.428762988837317, 6.540384252345634, 4.606883309968817, 35.15990978704929, 13.885877876075853,21.099162011964783, orange
 500, 406, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.6, 27.37074194986708, 21.219635940862076, 2.4351040378226996,3.355835731471887, 4.411525582488153, 6.547527362857272, 4.596725511996045, 35.07097293398373, 13.851336993121656,21.045256312503742, yellow
 500, 407, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.7, 27.425074268171418, 21.16530362255773, 2.4568729160214833,3.3743184613092723, 4.394194945569335, 6.554646973726706, 4.586567676358362, 34.98213256604624, 13.81682894348851,20.99141333533558, green
 500, 408, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.800000000000004, 27.479342724011126, 21.11103516671801, 2.4787229129597748,3.3928908622647063, 4.376770721357038, 6.56174308776481, 4.576409908451245, 34.89338907621826, 13.782353909500252,20.93763329172312, lime
 500, 409, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,43.900000000000006, 27.533547106332417, 21.056830784396737, 2.5006543910786245,3.411553293843177, 4.359252551956306, 6.5688157081098, 4.566252313756867, 34.804742858041806, 13.747912073645068,20.883916393313868, brown
 500, 410, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.0, 27.58768720368537, 21.00269068704378, 2.5226677140742693,3.4303061167656317, 4.341640078305909, 6.5758648382270675, 4.556094997842878, 34.71619430561916, 13.71350361857538,20.830262852140127, olive
 500, 411, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.1, 27.641762804224093, 20.948615086505043, 2.5447632468929156,3.449149692963829, 4.323932940183428, 6.582890481909007, 4.545938066361199, 34.62774381361259, 13.679128727107546,20.77667288061885, blue
 500, 412, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.2, 27.69577369570682, 20.89460419502234, 2.5669413557253042,3.46808438557496, 4.306130776210567, 6.589892643274836, 4.535781625046799, 34.539391777243935, 13.644787582221596,20.723146691551552, cyan
 500, 413, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.300000000000004, 27.74971966549614, 20.840658225233, 2.589202408001152,3.487110558936145, 4.288233223858605, 6.5968713267704375, 4.52562577971644, 34.45113859229383, 13.61048036706083,20.669684498124013, teal
 500, 414, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.400000000000006, 27.803600500559106, 20.786777390170045, 2.611546772383126,3.50622857857848, 4.270239919454271, 6.60382653716813, 4.515470636267496, 34.36298465510176, 13.576207264931718,20.61628651390641, lightgray
 500, 415, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.5, 27.85741598746746, 20.732961903261696, 2.6339748187608194,3.5254388112210675, 4.252150498185654, 6.610758279566497, 4.505316300676681, 34.27493036256507, 13.541968459303376,20.56295295285285, gray
 500, 416, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.6, 27.911165912397824, 20.679211978331324, 2.6564869182443136,3.5447416247646437, 4.233964594108513, 6.617666559390162, 4.495162878998845, 34.18697611213877, 13.507764133807449,20.50968402930147, darkgray
 500, 417, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.7, 27.964850061131937, 20.625527829597218, 2.6790834431575448,3.564137388285012, 4.215681840152769, 6.6245513823895745, 4.485010477365732, 34.099122301834825, 13.473594472237608,20.45647995797399, black
 500, 418, 1.5, 8.0,3.0, 3.0, 7.416198487095663, 22.024312837042164, -5.291502622129181, 131.40962210927086,44.800000000000004, 28.018468219056857, 20.5719096716723, 2.7017647670314338,3.583626472026232, 4.1973018681292515, 6.631412754640787, 4.474859201984739, 34.011369330221626, 13.439459658549325,20.403340953975658, red
