c,d,startingangle,dk,bigf,t,x,y,yprime,tangentangle,normalangle,incidentangle,reflectangle,mycolor
-6.324555320336759,6.324555320336759,10.0,6.228471113822249,10.20614758428183,11.665149758147242,5.163374601535128,2.0256319977141017,-0.4681871770799447,154.91160903428417,64.91160903428417,54.91160903428417,299.82321806856834,orange
-6.324555320336759,6.324555320336759,25.0,5.731993736365279,16.144247806269206,7.097756736785855,0.10819688070410294,2.999641614358777,-0.006625090264359398,179.62041584244065,89.62041584244065,64.62041584244065,334.2408316848813,yellow
-6.324555320336759,6.324555320336759,50.0,4.0653457966895505,32.4729635533386,3.0668008482387847,-4.353253733712699,2.3493057479458894,0.3403461712445554,198.79581025573717,108.79581025573717,58.795810255737166,347.5916205114743,green
-6.324555320336759,6.324555320336759,85.0,0.5512213164926032,48.69615506024416,1.395613098495269,-6.202919624149043,1.39030236930838,0.8194704927875559,219.33360720283181,129.33360720283181,44.333607202831814,353.6672144056636,blue
-6.324555320336759,6.324555320336759,130.0,-4.0653457966895505,32.4729635533386,0.813350090034471,-6.847366680548348,0.6230623167812269,2.0185454335991158,243.64589801984735,153.64589801984735,23.64589801984735,357.29179603969465,red
-6.324555320336759,6.324555320336759,185.0,-6.300488477907421,9.303844939755834,0.6766668769308221,-6.998647275509544,-0.05897540425164385,-21.79664289589278,-87.37319041105451,-177.3731904110545,-362.3731904110545,-359.746380822109,orange
-6.324555320336759,6.324555320336759,250.0,-2.163125317132698,44.32088886237956,0.982197633287008,-6.660486695647714,-0.9229638681531852,-1.325463261794295,-52.96715535953198,-142.96715535953197,-392.96715535953194,-355.93431071906394,yellow
-6.324555320336759,6.324555320336759,325.0,5.180772419872675,22.15959713348663,4.947154549718349,-2.2720835575213876,-2.837571276705317,-0.147069951396384,-8.366510206236326,-98.36651020623633,-423.36651020623634,-341.7330204124727,green
-6.324555320336759,6.324555320336759,410.0,4.065345796689552,32.47296355333859,3.0668008482387865,-4.353253733712697,2.34930574794589,0.34034617124455524,198.79581025573717,108.79581025573717,-301.20418974426286,-12.408379488525725,blue
-6.324555320336759,6.324555320336759,505.0,-5.180772419872677,22.159597133486603,0.7388693992276456,-6.929801699176664,0.4237980769378311,3.003365964880615,251.58431727980843,161.58431727980843,-343.41568272019157,-1.8313654403831379,red
-6.324555320336759,6.324555320336759,-10.0,6.228471113822249,10.20614758428183,11.665149758147242,5.163374601535128,-2.0256319977141017,0.4681871770799447,25.088390965715824,-64.91160903428417,-54.91160903428417,60.17678193143166,orange
-6.324555320336759,6.324555320336759,-25.0,5.731993736365279,16.144247806269206,7.097756736785855,0.10819688070410294,-2.999641614358777,0.006625090264359398,0.37958415755935393,-89.62041584244065,-64.62041584244065,25.7591683151187,yellow
-6.324555320336759,6.324555320336759,-50.0,4.0653457966895505,32.4729635533386,3.0668008482387847,-4.353253733712699,-2.3493057479458894,-0.3403461712445554,-18.79581025573716,-108.79581025573717,-58.795810255737166,12.408379488525668,green
-6.324555320336759,6.324555320336759,-85.0,0.5512213164926032,48.69615506024416,1.395613098495269,-6.202919624149043,-1.39030236930838,-0.8194704927875559,-39.33360720283182,-129.33360720283181,-44.333607202831814,6.3327855943363645,blue
-6.324555320336759,6.324555320336759,-130.0,-4.0653457966895505,32.4729635533386,0.813350090034471,-6.847366680548348,-0.6230623167812269,-2.0185454335991158,-63.64589801984737,-153.64589801984738,-23.64589801984738,2.708203960305248,red
-6.324555320336759,6.324555320336759,-185.0,-6.300488477907421,9.303844939755834,0.6766668769308221,-6.998647275509544,0.05897540425164385,21.79664289589278,267.37319041105457,177.37319041105457,362.37319041105457,719.7463808221091,orange
-6.324555320336759,6.324555320336759,-250.0,-2.163125317132698,44.32088886237956,0.982197633287008,-6.660486695647714,0.9229638681531852,1.325463261794295,232.96715535953197,142.96715535953197,392.96715535953194,715.9343107190639,yellow
-6.324555320336759,6.324555320336759,-325.0,5.180772419872675,22.15959713348663,4.947154549718349,-2.2720835575213876,2.837571276705317,0.147069951396384,188.3665102062363,98.36651020623631,423.3665102062363,701.7330204124726,green
-6.324555320336759,6.324555320336759,-410.0,4.065345796689552,32.47296355333859,3.0668008482387865,-4.353253733712697,-2.34930574794589,-0.34034617124455524,-18.795810255737152,-108.79581025573715,301.20418974426286,372.4083794885257,blue
-6.324555320336759,6.324555320336759,-505.0,-5.180772419872677,22.159597133486603,0.7388693992276456,-6.929801699176664,-0.4237980769378311,-3.003365964880615,-71.5843172798084,-161.5843172798084,343.4156827201916,361.83136544038325,red
